TLD,Frequency
112:43462,8.90876533421233e-06
250:46541,8.90876533421233e-06
174:32789,8.90876533421233e-06
48:36061,8.90876533421233e-06
102:55517,8.90876533421233e-06
98:58982,8.90876533421233e-06
155:64726,8.90876533421233e-06
129:33655,8.90876533421233e-06
49:59977,8.90876533421233e-06
34:35700,8.90876533421233e-06
177:48122,8.90876533421233e-06
130:35612,8.90876533421233e-06
177,8.90876533421233e-06
3:62330,8.90876533421233e-06
173,8.90876533421233e-06
142:1281,8.90876533421233e-06
14:49310,8.90876533421233e-06
134:31244,8.90876533421233e-06
234:63218,8.90876533421233e-06
58:41059,8.90876533421233e-06
6:28411,8.90876533421233e-06
204:60040,8.90876533421233e-06
254:53978,8.90876533421233e-06
29:50400,8.90876533421233e-06
174:62922,8.90876533421233e-06
206:65461,8.90876533421233e-06
114:7122,8.90876533421233e-06
132:52311,8.90876533421233e-06
218:27147,8.90876533421233e-06
143:20511,8.90876533421233e-06
87:8000,8.90876533421233e-06
122:57569,8.90876533421233e-06
98:40694,8.90876533421233e-06
114:43803,8.90876533421233e-06
120:45209,8.90876533421233e-06
68:58915,8.90876533421233e-06
179,8.90876533421233e-06
42:47684,8.90876533421233e-06
3.217361111,8.90876533421233e-06
164:39109,8.90876533421233e-06
17:54983,8.90876533421233e-06
144:60730,8.90876533421233e-06
95:55510,8.90876533421233e-06
127:42369,8.90876533421233e-06
246:22225,8.90876533421233e-06
50:57652,8.90876533421233e-06
99:42662,8.90876533421233e-06
75:11074,8.90876533421233e-06
234:55903,8.90876533421233e-06
22:10789,8.90876533421233e-06
32:41519,8.90876533421233e-06
134:55591,8.90876533421233e-06
place,8.90876533421233e-06
118:42407,8.90876533421233e-06
26:37143,8.90876533421233e-06
122:33463,8.90876533421233e-06
242:43841,8.90876533421233e-06
32:54635,8.90876533421233e-06
42:42477,8.90876533421233e-06
tel,8.90876533421233e-06
73:42235,8.90876533421233e-06
49:61677,8.90876533421233e-06
165:27123,8.90876533421233e-06
242:6220,8.90876533421233e-06
26:5393,8.90876533421233e-06
221:59661,8.90876533421233e-06
18:33536,8.90876533421233e-06
152:5555,8.90876533421233e-06
226:65320,8.90876533421233e-06
money,8.90876533421233e-06
186:45544,8.90876533421233e-06
34:58603,8.90876533421233e-06
bn,8.90876533421233e-06
60:14184,8.90876533421233e-06
202:14124,8.90876533421233e-06
154:30924,8.90876533421233e-06
156:21882,8.90876533421233e-06
197:26598,8.90876533421233e-06
193:1316,8.90876533421233e-06
116:48769,8.90876533421233e-06
161:60833,8.90876533421233e-06
93:39502,8.90876533421233e-06
223:8027,8.90876533421233e-06
78:58996,8.90876533421233e-06
78:8080,8.90876533421233e-06
22:58228,8.90876533421233e-06
223:49831,8.90876533421233e-06
29:51400,8.90876533421233e-06
90:7777,8.90876533421233e-06
90:9999,8.90876533421233e-06
166:30359,8.90876533421233e-06
193:34358,8.90876533421233e-06
rip,8.90876533421233e-06
90:8080,8.90876533421233e-06
29:36026,5.9391768894748875e-06
35:48461,5.9391768894748875e-06
8:33655,5.9391768894748875e-06
110:42887,5.9391768894748875e-06
21:47588,5.9391768894748875e-06
209:42505,5.9391768894748875e-06
24:53956,5.9391768894748875e-06
70:19301,5.9391768894748875e-06
200:30034,5.9391768894748875e-06
vision,5.9391768894748875e-06
189:36681,5.9391768894748875e-06
170:26851,5.9391768894748875e-06
199,5.9391768894748875e-06
224:36627,5.9391768894748875e-06
63:41782,5.9391768894748875e-06
188:8025,5.9391768894748875e-06
155:54859,5.9391768894748875e-06
100,5.9391768894748875e-06
green,5.9391768894748875e-06
121:12929,5.9391768894748875e-06
227:8080,5.9391768894748875e-06
140:58306,5.9391768894748875e-06
59:37503,5.9391768894748875e-06
49:2850,5.9391768894748875e-06
137:2509,5.9391768894748875e-06
istanbul,5.9391768894748875e-06
102:7861,5.9391768894748875e-06
177:22255,5.9391768894748875e-06
32,5.9391768894748875e-06
140:36164,5.9391768894748875e-06
167:49789,5.9391768894748875e-06
153:37009,5.9391768894748875e-06
223:8080,5.9391768894748875e-06
100:8000,5.9391768894748875e-06
228:41312,5.9391768894748875e-06
131:8131,5.9391768894748875e-06
126:8086,5.9391768894748875e-06
26:8000,5.9391768894748875e-06
27:1203,5.9391768894748875e-06
170:51101,5.9391768894748875e-06
145:88,5.9391768894748875e-06
225:39408,5.9391768894748875e-06
56:51432,5.9391768894748875e-06
241:57899,5.9391768894748875e-06
152:50341,5.9391768894748875e-06
178:6003,5.9391768894748875e-06
197:40783,5.9391768894748875e-06
178:46806,5.9391768894748875e-06
77:8056,5.9391768894748875e-06
114:41675,5.9391768894748875e-06
24:56312,5.9391768894748875e-06
58:25983,5.9391768894748875e-06
232:50874,5.9391768894748875e-06
165:33982,5.9391768894748875e-06
208:53592,5.9391768894748875e-06
2:29392,5.9391768894748875e-06
krd,5.9391768894748875e-06
168:54785,5.9391768894748875e-06
183:55964,5.9391768894748875e-06
44:33305,5.9391768894748875e-06
0:37261,5.9391768894748875e-06
122:9001,5.9391768894748875e-06
195:40909,5.9391768894748875e-06
246:33664,5.9391768894748875e-06
169:45633,5.9391768894748875e-06
129:52617,5.9391768894748875e-06
241:60319,5.9391768894748875e-06
30:57627,5.9391768894748875e-06
80:17318,5.9391768894748875e-06
43:8026,5.9391768894748875e-06
delivery,5.9391768894748875e-06
75:83,5.9391768894748875e-06
sm,5.9391768894748875e-06
101:40154,5.9391768894748875e-06
ruhr,5.9391768894748875e-06
145:35451,5.9391768894748875e-06
41:10050,5.9391768894748875e-06
202:9001,5.9391768894748875e-06
109:8050,5.9391768894748875e-06
74:62390,5.9391768894748875e-06
182:29029,5.9391768894748875e-06
101,5.9391768894748875e-06
126:8087,5.9391768894748875e-06
241:38922,5.9391768894748875e-06
174:60597,5.9391768894748875e-06
232:38135,5.9391768894748875e-06
95:51105,5.9391768894748875e-06
97:16974,5.9391768894748875e-06
135:21509,5.9391768894748875e-06
184:44575,5.9391768894748875e-06
8:41449,5.9391768894748875e-06
83:32799,5.9391768894748875e-06
pr,5.9391768894748875e-06
171:40172,5.9391768894748875e-06
59:8085,5.9391768894748875e-06
214:59489,5.9391768894748875e-06
42:22397,5.9391768894748875e-06
74:47676,5.9391768894748875e-06
164:8080,5.9391768894748875e-06
180:8081,5.9391768894748875e-06
224:47857,5.9391768894748875e-06
254:57237,5.9391768894748875e-06
197:7697,5.9391768894748875e-06
247:38673,5.9391768894748875e-06
146:47444,5.9391768894748875e-06
226:60626,5.9391768894748875e-06
203:55137,5.9391768894748875e-06
87,5.9391768894748875e-06
105:23421,5.9391768894748875e-06
138:31644,5.9391768894748875e-06
144:45419,5.9391768894748875e-06
85,5.9391768894748875e-06
178:34820,5.9391768894748875e-06
244:52291,5.9391768894748875e-06
225:53453,5.9391768894748875e-06
30:27726,5.9391768894748875e-06
45:6616,5.9391768894748875e-06
90:1162,5.9391768894748875e-06
223:41534,5.9391768894748875e-06
beer,5.9391768894748875e-06
209:57890,5.9391768894748875e-06
101:42109,5.9391768894748875e-06
138:29245,5.9391768894748875e-06
178:49492,5.9391768894748875e-06
81,5.9391768894748875e-06
62:8086,5.9391768894748875e-06
express,5.9391768894748875e-06
48:5971,5.9391768894748875e-06
203:45903,5.9391768894748875e-06
252:49570,5.9391768894748875e-06
144:45499,5.9391768894748875e-06
194:40485,5.9391768894748875e-06
75:36699,5.9391768894748875e-06
114:49630,5.9391768894748875e-06
54:9013,5.9391768894748875e-06
44:42932,5.9391768894748875e-06
2:31378,5.9391768894748875e-06
realtor,5.9391768894748875e-06
109:63202,5.9391768894748875e-06
onl,5.9391768894748875e-06
2:11503,5.9391768894748875e-06
212:9112,5.9391768894748875e-06
hockey,5.9391768894748875e-06
65:29776,5.9391768894748875e-06
165:52075,5.9391768894748875e-06
129:50106,5.9391768894748875e-06
105:52255,5.9391768894748875e-06
11:44136,5.9391768894748875e-06
109:8040,5.9391768894748875e-06
123:54140,5.9391768894748875e-06
57:51704,5.9391768894748875e-06
162:61216,5.9391768894748875e-06
international,5.9391768894748875e-06
134:58385,5.9391768894748875e-06
40:40521,5.9391768894748875e-06
53:38300,5.9391768894748875e-06
114:23308,5.9391768894748875e-06
93:57952,5.9391768894748875e-06
165:44011,5.9391768894748875e-06
fk,5.9391768894748875e-06
250:64676,5.9391768894748875e-06
134:21222,5.9391768894748875e-06
60:52732,5.9391768894748875e-06
19:43129,5.9391768894748875e-06
11:34472,5.9391768894748875e-06
227:54046,5.9391768894748875e-06
COM,5.9391768894748875e-06
228:53002,5.9391768894748875e-06
149:45470,5.9391768894748875e-06
147:54267,5.9391768894748875e-06
242:36793,5.9391768894748875e-06
135:65108,5.9391768894748875e-06
231:39347,5.9391768894748875e-06
87:1025,5.9391768894748875e-06
62:36375,5.9391768894748875e-06
56:53194,5.9391768894748875e-06
172:38065,5.9391768894748875e-06
140:64656,5.9391768894748875e-06
118:56648,5.9391768894748875e-06
89:42601,5.9391768894748875e-06
124:48858,5.9391768894748875e-06
189:8081,5.9391768894748875e-06
23:55092,5.9391768894748875e-06
84:49067,5.9391768894748875e-06
55:33762,5.9391768894748875e-06
148:49228,5.9391768894748875e-06
126:8082,5.9391768894748875e-06
92:31376,5.9391768894748875e-06
30:41855,5.9391768894748875e-06
158:32729,5.9391768894748875e-06
225:50162,5.9391768894748875e-06
78:12582,5.9391768894748875e-06
182:37323,5.9391768894748875e-06
214:60981,5.9391768894748875e-06
227:32493,5.9391768894748875e-06
org:8082,5.9391768894748875e-06
188:16079,5.9391768894748875e-06
197,5.9391768894748875e-06
202:38517,5.9391768894748875e-06
242:51547,5.9391768894748875e-06
80:59945,5.9391768894748875e-06
133:8080,5.9391768894748875e-06
99:43637,5.9391768894748875e-06
170:29443,5.9391768894748875e-06
31:47752,5.9391768894748875e-06
8:51542,5.9391768894748875e-06
171:47964,5.9391768894748875e-06
ski,5.9391768894748875e-06
38:7093,5.9391768894748875e-06
net:26077,5.9391768894748875e-06
238:17645,5.9391768894748875e-06
recipes,5.9391768894748875e-06
89:34840,5.9391768894748875e-06
236:64795,5.9391768894748875e-06
77:36653,5.9391768894748875e-06
203:55879,5.9391768894748875e-06
236:42771,5.9391768894748875e-06
25:35347,5.9391768894748875e-06
97:57416,5.9391768894748875e-06
217:58385,5.9391768894748875e-06
39:8080,5.9391768894748875e-06
107:52839,5.9391768894748875e-06
204:55156,5.9391768894748875e-06
223:47380,5.9391768894748875e-06
138:58474,5.9391768894748875e-06
131:45342,5.9391768894748875e-06
53:43276,5.9391768894748875e-06
185:50874,5.9391768894748875e-06
167:49831,5.9391768894748875e-06
122:49517,5.9391768894748875e-06
4:41806,5.9391768894748875e-06
214:61252,5.9391768894748875e-06
221:42537,5.9391768894748875e-06
109:8028,5.9391768894748875e-06
10,5.9391768894748875e-06
24:59697,5.9391768894748875e-06
7:54699,5.9391768894748875e-06
81:58029,5.9391768894748875e-06
199:60724,5.9391768894748875e-06
51:51759,5.9391768894748875e-06
68,5.9391768894748875e-06
32:44773,5.9391768894748875e-06
68:60756,5.9391768894748875e-06
255:8081,5.9391768894748875e-06
23:55327,5.9391768894748875e-06
185:8081,5.9391768894748875e-06
142:50004,5.9391768894748875e-06
240:84,5.9391768894748875e-06
14:22517,5.9391768894748875e-06
243:17079,5.9391768894748875e-06
24:40126,5.9391768894748875e-06
217:10041,5.9391768894748875e-06
239:50928,5.9391768894748875e-06
42:46541,5.9391768894748875e-06
10:33273,5.9391768894748875e-06
151:49310,5.9391768894748875e-06
111:38535,5.9391768894748875e-06
187:38493,5.9391768894748875e-06
22:34336,5.9391768894748875e-06
78:4374,5.9391768894748875e-06
160:55750,5.9391768894748875e-06
172:14338,5.9391768894748875e-06
71:50890,5.9391768894748875e-06
239:61616,5.9391768894748875e-06
236:8080,5.9391768894748875e-06
22:51005,5.9391768894748875e-06
18:60001,5.9391768894748875e-06
43,5.9391768894748875e-06
77:49032,5.9391768894748875e-06
18:50042,5.9391768894748875e-06
31:4812,5.9391768894748875e-06
201:35717,5.9391768894748875e-06
110:59567,5.9391768894748875e-06
67:55536,5.9391768894748875e-06
150:1122,5.9391768894748875e-06
143:8888,5.9391768894748875e-06
46:28219,5.9391768894748875e-06
199:40035,5.9391768894748875e-06
132:37017,5.9391768894748875e-06
230:36914,5.9391768894748875e-06
185:33423,5.9391768894748875e-06
248:9006,5.9391768894748875e-06
57:42362,5.9391768894748875e-06
254:34100,5.9391768894748875e-06
243:40066,5.9391768894748875e-06
97:44579,5.9391768894748875e-06
52:25478,5.9391768894748875e-06
86:12689,5.9391768894748875e-06
143:38557,5.9391768894748875e-06
18:53326,5.9391768894748875e-06
206:7773,5.9391768894748875e-06
229:44759,5.9391768894748875e-06
102:35260,5.9391768894748875e-06
130:35878,5.9391768894748875e-06
182:37337,5.9391768894748875e-06
92:39937,5.9391768894748875e-06
237:10713,5.9391768894748875e-06
157:45211,5.9391768894748875e-06
132:39799,5.9391768894748875e-06
23:33726,5.9391768894748875e-06
law,5.9391768894748875e-06
218:53858,5.9391768894748875e-06
142:22503,5.9391768894748875e-06
49:16660,5.9391768894748875e-06
21:54167,5.9391768894748875e-06
109:8035,5.9391768894748875e-06
5:60840,5.9391768894748875e-06
140:8111,5.9391768894748875e-06
40:58739,5.9391768894748875e-06
109:8049,5.9391768894748875e-06
30:39691,5.9391768894748875e-06
131:59844,5.9391768894748875e-06
27:55719,5.9391768894748875e-06
197:57952,5.9391768894748875e-06
48:32835,5.9391768894748875e-06
254:14233,5.9391768894748875e-06
142:49038,5.9391768894748875e-06
239:38269,5.9391768894748875e-06
103:1050,5.9391768894748875e-06
172:38748,5.9391768894748875e-06
126:44124,5.9391768894748875e-06
56:47325,5.9391768894748875e-06
167:38008,5.9391768894748875e-06
162:44244,5.9391768894748875e-06
154:58042,5.9391768894748875e-06
113:38346,5.9391768894748875e-06
86:47648,5.9391768894748875e-06
242:59566,5.9391768894748875e-06
126:8090,5.9391768894748875e-06
81:42729,5.9391768894748875e-06
101:60282,5.9391768894748875e-06
212:34117,5.9391768894748875e-06
4:33093,5.9391768894748875e-06
201:45754,5.9391768894748875e-06
21:48319,5.9391768894748875e-06
166:35240,5.9391768894748875e-06
70:1031,5.9391768894748875e-06
253:59821,5.9391768894748875e-06
18:37201,5.9391768894748875e-06
49:46707,5.9391768894748875e-06
66:37024,5.9391768894748875e-06
237:26598,5.9391768894748875e-06
206:6093,5.9391768894748875e-06
198:7697,5.9391768894748875e-06
190:47373,5.9391768894748875e-06
105:34207,5.9391768894748875e-06
153:59281,5.9391768894748875e-06
166:42924,5.9391768894748875e-06
91:39057,5.9391768894748875e-06
155:59252,5.9391768894748875e-06
67:12929,5.9391768894748875e-06
57:21596,5.9391768894748875e-06
68:38135,5.9391768894748875e-06
19:58388,5.9391768894748875e-06
67:60416,5.9391768894748875e-06
gdn,5.9391768894748875e-06
92:15274,5.9391768894748875e-06
212:9114,5.9391768894748875e-06
177:48211,5.9391768894748875e-06
market,5.9391768894748875e-06
72:1032,5.9391768894748875e-06
72:1033,5.9391768894748875e-06
29:54598,5.9391768894748875e-06
30:59732,5.9391768894748875e-06
19:52557,5.9391768894748875e-06
219:12617,5.9391768894748875e-06
84:40955,5.9391768894748875e-06
98:14411,5.9391768894748875e-06
228:41018,5.9391768894748875e-06
7:56808,5.9391768894748875e-06
51:59592,5.9391768894748875e-06
104:12522,5.9391768894748875e-06
203:46088,5.9391768894748875e-06
132:36342,5.9391768894748875e-06
245:50444,5.9391768894748875e-06
246:49067,5.9391768894748875e-06
250:84,5.9391768894748875e-06
117:46110,5.9391768894748875e-06
87:55387,5.9391768894748875e-06
75:57556,5.9391768894748875e-06
47:45761,5.9391768894748875e-06
57:44857,5.9391768894748875e-06
139:35207,5.9391768894748875e-06
30:55085,5.9391768894748875e-06
77:8057,5.9391768894748875e-06
34:43100,5.9391768894748875e-06
154:46151,5.9391768894748875e-06
219:37262,5.9391768894748875e-06
90:8081,5.9391768894748875e-06
94:35131,5.9391768894748875e-06
29:44078,5.9391768894748875e-06
1:37720,5.9391768894748875e-06
151:24382,5.9391768894748875e-06
99:58230,5.9391768894748875e-06
86:49402,5.9391768894748875e-06
51:38845,5.9391768894748875e-06
115:41048,5.9391768894748875e-06
21:36191,5.9391768894748875e-06
125:60900,5.9391768894748875e-06
109:44297,5.9391768894748875e-06
76:40005,5.9391768894748875e-06
62:8084,5.9391768894748875e-06
186:9693,5.9391768894748875e-06
241:42400,5.9391768894748875e-06
106:1101,5.9391768894748875e-06
188:37504,5.9391768894748875e-06
51:51793,5.9391768894748875e-06
102:54337,5.9391768894748875e-06
178:53362,5.9391768894748875e-06
203:39003,5.9391768894748875e-06
131:36315,5.9391768894748875e-06
190:36147,5.9391768894748875e-06
18:39564,5.9391768894748875e-06
123:53158,5.9391768894748875e-06
185:39327,5.9391768894748875e-06
41:42130,5.9391768894748875e-06
231:46940,5.9391768894748875e-06
154:54328,5.9391768894748875e-06
64:9002,5.9391768894748875e-06
145,5.9391768894748875e-06
69:43158,5.9391768894748875e-06
48:60115,5.9391768894748875e-06
104,5.9391768894748875e-06
tours,5.9391768894748875e-06
7:11141,5.9391768894748875e-06
108:55536,5.9391768894748875e-06
67:39306,5.9391768894748875e-06
68:45320,5.9391768894748875e-06
62:58172,5.9391768894748875e-06
48:51826,5.9391768894748875e-06
tf,5.9391768894748875e-06
65:50807,5.9391768894748875e-06
106:37337,5.9391768894748875e-06
196:6324,5.9391768894748875e-06
13:52157,5.9391768894748875e-06
190:33952,5.9391768894748875e-06
227:8081,5.9391768894748875e-06
92:8081,5.9391768894748875e-06
214:6685,5.9391768894748875e-06
231:56242,5.9391768894748875e-06
88:37233,5.9391768894748875e-06
214:40943,5.9391768894748875e-06
88:43156,5.9391768894748875e-06
186:1662,5.9391768894748875e-06
expert,5.9391768894748875e-06
80:8002,5.9391768894748875e-06
165:43525,5.9391768894748875e-06
120:36772,5.9391768894748875e-06
64:46051,5.9391768894748875e-06
42:52787,5.9391768894748875e-06
254:32920,5.9391768894748875e-06
86:1103,5.9391768894748875e-06
114:50646,5.9391768894748875e-06
82:50907,5.9391768894748875e-06
25:48883,5.9391768894748875e-06
9:46116,5.9391768894748875e-06
15:52113,5.9391768894748875e-06
222:8081,5.9391768894748875e-06
175:55774,5.9391768894748875e-06
45:34391,5.9391768894748875e-06
110:38351,5.9391768894748875e-06
142:50008,5.9391768894748875e-06
140:6459,5.9391768894748875e-06
19:33609,5.9391768894748875e-06
223:52230,5.9391768894748875e-06
199:51353,5.9391768894748875e-06
238:11394,5.9391768894748875e-06
219:2027,5.9391768894748875e-06
100:86,5.9391768894748875e-06
64:42380,5.9391768894748875e-06
51:41828,5.9391768894748875e-06
35:1101,5.9391768894748875e-06
152,5.9391768894748875e-06
128:34083,5.9391768894748875e-06
101:2264,5.9391768894748875e-06
174:58277,5.9391768894748875e-06
67:10082,5.9391768894748875e-06
188:9023,5.9391768894748875e-06
123:50382,5.9391768894748875e-06
bayern,5.9391768894748875e-06
190:40929,5.9391768894748875e-06
173:2501,5.9391768894748875e-06
115,5.9391768894748875e-06
219:2025,5.9391768894748875e-06
98:61144,5.9391768894748875e-06
123:55185,5.9391768894748875e-06
212,5.9391768894748875e-06
118:50066,5.9391768894748875e-06
56:8181,5.9391768894748875e-06
18:55468,5.9391768894748875e-06
33:39213,5.9391768894748875e-06
176:8000,5.9391768894748875e-06
115:55186,5.9391768894748875e-06
189:35224,5.9391768894748875e-06
106:33466,5.9391768894748875e-06
229:2003,5.9391768894748875e-06
247:45768,5.9391768894748875e-06
49:49027,5.9391768894748875e-06
165:48374,5.9391768894748875e-06
58:60013,5.9391768894748875e-06
34:54077,5.9391768894748875e-06
mp,5.9391768894748875e-06
109:8055,5.9391768894748875e-06
247:57144,5.9391768894748875e-06
109:8048,5.9391768894748875e-06
197:8884,5.9391768894748875e-06
134:8223,5.9391768894748875e-06
30:1660,5.9391768894748875e-06
3:64408,5.9391768894748875e-06
51:50972,5.9391768894748875e-06
189:47497,5.9391768894748875e-06
1:35345,5.9391768894748875e-06
237:30890,5.9391768894748875e-06
46:39566,5.9391768894748875e-06
54:41649,5.9391768894748875e-06
59:55822,5.9391768894748875e-06
109:12215,5.9391768894748875e-06
37:34173,5.9391768894748875e-06
88:50042,5.9391768894748875e-06
13:54699,5.9391768894748875e-06
222:59400,5.9391768894748875e-06
197:50162,5.9391768894748875e-06
182:31583,5.9391768894748875e-06
186:8080,5.9391768894748875e-06
166:37077,5.9391768894748875e-06
29:47408,5.9391768894748875e-06
67:47161,5.9391768894748875e-06
203:1542,5.9391768894748875e-06
166:53891,5.9391768894748875e-06
137:1188,5.9391768894748875e-06
122:58232,5.9391768894748875e-06
nrw,5.9391768894748875e-06
76:8080,5.9391768894748875e-06
21:34658,5.9391768894748875e-06
ventures,5.9391768894748875e-06
160:36343,5.9391768894748875e-06
86:54778,5.9391768894748875e-06
195:2274,5.9391768894748875e-06
75:84,5.9391768894748875e-06
248:60453,5.9391768894748875e-06
37:64790,5.9391768894748875e-06
111:54583,5.9391768894748875e-06
75:26033,5.9391768894748875e-06
217:60621,5.9391768894748875e-06
96:44616,5.9391768894748875e-06
199:33655,5.9391768894748875e-06
201:48931,5.9391768894748875e-06
146:49426,5.9391768894748875e-06
115:35325,5.9391768894748875e-06
83:42164,5.9391768894748875e-06
5:39114,5.9391768894748875e-06
65:39913,5.9391768894748875e-06
186:46408,5.9391768894748875e-06
4:48517,5.9391768894748875e-06
217:20050,5.9391768894748875e-06
117:53872,5.9391768894748875e-06
153:16122,5.9391768894748875e-06
15:33093,5.9391768894748875e-06
immo,5.9391768894748875e-06
109,5.9391768894748875e-06
13:39273,5.9391768894748875e-06
4.482638889,5.9391768894748875e-06
133:32861,5.9391768894748875e-06
44:43570,5.9391768894748875e-06
224:1199,5.9391768894748875e-06
65,5.9391768894748875e-06
57:54029,5.9391768894748875e-06
23:45741,5.9391768894748875e-06
2.711805556,5.9391768894748875e-06
62:8085,5.9391768894748875e-06
17:35769,5.9391768894748875e-06
22:53407,5.9391768894748875e-06
180:50192,5.9391768894748875e-06
81:16122,5.9391768894748875e-06
226:29277,5.9391768894748875e-06
98:4789,5.9391768894748875e-06
190:52678,5.9391768894748875e-06
7:36299,5.9391768894748875e-06
195:30450,5.9391768894748875e-06
14:44937,5.9391768894748875e-06
117:43324,5.9391768894748875e-06
222:7543,5.9391768894748875e-06
149:21283,5.9391768894748875e-06
71:35345,5.9391768894748875e-06
14:44035,5.9391768894748875e-06
50:48416,5.9391768894748875e-06
0.980555556,5.9391768894748875e-06
182:35228,5.9391768894748875e-06
174:13872,5.9391768894748875e-06
138:46084,5.9391768894748875e-06
155:8081,5.9391768894748875e-06
11:54583,5.9391768894748875e-06
126:8085,5.9391768894748875e-06
143:3031,5.9391768894748875e-06
222:2282,5.9391768894748875e-06
101:35417,5.9391768894748875e-06
108:48761,5.9391768894748875e-06
183:34929,5.9391768894748875e-06
49:52490,5.9391768894748875e-06
78:34414,5.9391768894748875e-06
108:40227,5.9391768894748875e-06
44:39056,5.9391768894748875e-06
191:56002,5.9391768894748875e-06
81:52452,5.9391768894748875e-06
150:63224,5.9391768894748875e-06
8:37579,5.9391768894748875e-06
86:56348,5.9391768894748875e-06
84:8081,5.9391768894748875e-06
221:58688,5.9391768894748875e-06
186:34662,5.9391768894748875e-06
29:60948,5.9391768894748875e-06
146:51838,5.9391768894748875e-06
225:39941,5.9391768894748875e-06
58:49553,5.9391768894748875e-06
78:36012,5.9391768894748875e-06
162:57823,5.9391768894748875e-06
158:14144,5.9391768894748875e-06
129:47147,5.9391768894748875e-06
115:57954,5.9391768894748875e-06
244:8084,5.9391768894748875e-06
204:42914,5.9391768894748875e-06
205,5.9391768894748875e-06
182:46359,5.9391768894748875e-06
78:39941,5.9391768894748875e-06
219:35347,5.9391768894748875e-06
109:8022,5.9391768894748875e-06
65:37439,5.9391768894748875e-06
214:34772,5.9391768894748875e-06
2:27475,5.9391768894748875e-06
186:49839,5.9391768894748875e-06
197:58828,5.9391768894748875e-06
217:47174,5.9391768894748875e-06
102:58689,5.9391768894748875e-06
168:54713,5.9391768894748875e-06
214:40357,5.9391768894748875e-06
183:36535,5.9391768894748875e-06
191:14932,5.9391768894748875e-06
224:32861,5.9391768894748875e-06
242:4486,5.9391768894748875e-06
33:42419,5.9391768894748875e-06
219:16021,5.9391768894748875e-06
174:23282,5.9391768894748875e-06
61:49922,5.9391768894748875e-06
206:48092,5.9391768894748875e-06
41:8082,5.9391768894748875e-06
89:8000,5.9391768894748875e-06
94:40722,5.9391768894748875e-06
59:8082,5.9391768894748875e-06
204:43175,5.9391768894748875e-06
43:59266,5.9391768894748875e-06
241:51316,5.9391768894748875e-06
44:48826,5.9391768894748875e-06
150:55911,5.9391768894748875e-06
65:8081,5.9391768894748875e-06
42:41638,5.9391768894748875e-06
19:58631,5.9391768894748875e-06
26:37503,5.9391768894748875e-06
50:64550,5.9391768894748875e-06
103:3039,5.9391768894748875e-06
148:4548,5.9391768894748875e-06
97:51886,5.9391768894748875e-06
204:54760,5.9391768894748875e-06
114:6100,5.9391768894748875e-06
79,5.9391768894748875e-06
142:50003,5.9391768894748875e-06
95:48092,5.9391768894748875e-06
133,5.9391768894748875e-06
21:30471,5.9391768894748875e-06
51:47861,5.9391768894748875e-06
188:8045,5.9391768894748875e-06
171:41777,5.9391768894748875e-06
13:36316,5.9391768894748875e-06
78:8081,5.9391768894748875e-06
144:54859,5.9391768894748875e-06
6:51459,5.9391768894748875e-06
115:54088,5.9391768894748875e-06
55,5.9391768894748875e-06
71:34358,5.9391768894748875e-06
220:63820,5.9391768894748875e-06
59:62680,5.9391768894748875e-06
209:13156,5.9391768894748875e-06
154:49512,5.9391768894748875e-06
87:52557,5.9391768894748875e-06
206:8104,5.9391768894748875e-06
69:34730,5.9391768894748875e-06
62:8087,5.9391768894748875e-06
247:8002,5.9391768894748875e-06
82:3230,5.9391768894748875e-06
90:8082,5.9391768894748875e-06
106:61394,5.9391768894748875e-06
218:58378,5.9391768894748875e-06
219:34645,5.9391768894748875e-06
215:56179,5.9391768894748875e-06
91:1032,5.9391768894748875e-06
169:56611,5.9391768894748875e-06
59:8081,5.9391768894748875e-06
109:8042,5.9391768894748875e-06
61:1311,5.9391768894748875e-06
97:55587,5.9391768894748875e-06
39:38796,5.9391768894748875e-06
52:36262,5.9391768894748875e-06
176:52157,5.9391768894748875e-06
gm,5.9391768894748875e-06
179:54892,5.9391768894748875e-06
8:57746,5.9391768894748875e-06
61:14898,5.9391768894748875e-06
land:443,5.9391768894748875e-06
198:34190,5.9391768894748875e-06
18:18153,5.9391768894748875e-06
118,5.9391768894748875e-06
51:14278,5.9391768894748875e-06
96,5.9391768894748875e-06
150:38748,5.9391768894748875e-06
2:58603,5.9391768894748875e-06
175:56516,5.9391768894748875e-06
249:38948,5.9391768894748875e-06
3:57828,5.9391768894748875e-06
mw,5.9391768894748875e-06
35:1103,5.9391768894748875e-06
135,5.9391768894748875e-06
73:35075,5.9391768894748875e-06
18:19492,5.9391768894748875e-06
236:33251,5.9391768894748875e-06
104:48199,5.9391768894748875e-06
218:50699,5.9391768894748875e-06
78:51462,5.9391768894748875e-06
152:50807,5.9391768894748875e-06
1.306944444,5.9391768894748875e-06
53,5.9391768894748875e-06
202:17134,5.9391768894748875e-06
repair,5.9391768894748875e-06
39:55587,5.9391768894748875e-06
187:33722,5.9391768894748875e-06
4:50663,5.9391768894748875e-06
218:56470,5.9391768894748875e-06
16:42662,5.9391768894748875e-06
71:38302,5.9391768894748875e-06
170:12768,5.9391768894748875e-06
243:8080,5.9391768894748875e-06
112:44968,5.9391768894748875e-06
30:27763,5.9391768894748875e-06
231:59922,5.9391768894748875e-06
192,5.9391768894748875e-06
214:17211,5.9391768894748875e-06
